FromStationCode,ToStationCode,DistanceMiles,DistanceMinutes
C07,A08,7.83,30.0
C07,A09,9.54,33.0
C07,A10,10.59,35.0
C07,A11,12.81,38.0
C07,A12,14.19,41.0
C07,A13,15.28,44.0
C07,A14,17.19,47.0
C07,A15,19.85,51.0
C07,B01,2.95,8.0
C07,B02,3.18,15.0
C07,B03,3.72,17.0
C07,B04,5.38,21.0
C07,B05,6.16,23.0
C07,B06,7.23,21.0
C07,B07,8.83,29.0
C07,B08,10.07,32.0
C07,B09,11.61,35.0
C07,B10,13.18,38.0
C07,B11,14.9,42.0
C07,B35,4.35,19.0
C07,C01,2.97,12.0
C07,C02,3.22,11.0
C07,C03,3.23,10.0
C07,C04,2.89,8.0
C07,C05,2.16,5.0
C07,C06,1.25,3.0
C07,C08,0.6,1.0
C07,C09,1.07,3.0
C07,C10,1.55,5.0
C07,C11,3.02,8.0
C07,C12,4.37,10.0
C07,C13,4.96,12.0
C07,C14,5.57,14.0
C07,C15,6.08,15.0
C07,D01,2.7,13.0
C07,D02,2.36,12.0
C07,D03,2.19,5.0
C07,D04,2.49,12.0
C07,D05,3.04,14.0
C07,D06,3.53,16.0
C07,D07,4.08,18.0
C07,D08,4.7,19.0
C07,D09,6.66,23.0
C07,D10,7.51,25.0
C07,D11,8.66,27.0
C07,D12,10.44,30.0
C07,D13,11.86,33.0
C07,E01,3.46,10.0
C07,E02,3.9,11.0
C07,E03,4.18,13.0
C07,E04,4.92,15.0
C07,E05,5.77,18.0
C07,E06,7.23,21.0
C07,E07,8.8,29.0
C07,E08,9.92,32.0
C07,E09,11.73,35.0
C07,E10,14.12,38.0
C07,F01,2.95,8.0
C07,F02,2.64,7.0
C07,F03,2.19,5.0
C07,F04,2.57,12.0
C07,F05,3.2,14.0
C07,F06,4.05,16.0
C07,F07,5.06,19.0
C07,F08,5.98,21.0
C07,F09,6.96,24.0
C07,F10,8.36,26.0
C07,F11,9.96,29.0
C07,G01,7.01,22.0
C07,G02,8.44,25.0
C07,G03,9.39,28.0
C07,G04,10.9,31.0
C07,G05,12.24,34.0
C07,J02,7.86,17.0
C07,J03,11.17,23.0
C07,K01,2.82,13.0
C07,K02,3.2,15.0
C07,K03,3.57,16.0
C07,K04,4.11,18.0
C07,K05,6.53,22.0
C07,K06,8.53,25.0
C07,K07,10.62,29.0
C07,K08,13.07,32.0
C07,N01,10.65,30.0
C07,N02,11.2,32.0
C07,N03,11.9,34.0
C07,N04,12.54,36.0
C07,N06,18.17,44.0
C07,N07,19.29,46.0
C07,N08,20.61,49.0
C07,N09,22.32,52.0
C07,N10,24.16,56.0
C07,N11,26.31,62.0
C07,N12,28.23,66.0
C08,A01,3.56,13.0
C08,A02,3.97,18.0
C08,A03,4.42,20.0
C08,A04,5.51,22.0
C08,A05,6.17,25.0
C08,A06,6.78,27.0
C08,A07,7.57,29.0
C08,A08,8.34,31.0
C08,A09,10.06,34.0
C08,A10,11.11,36.0
C08,A11,13.33,39.0
C08,A12,14.71,42.0
C08,A13,15.79,45.0
C08,A14,17.69,48.0
C08,A15,20.35,52.0
C08,B01,3.54,9.0
C08,B02,3.76,16.0
C08,B03,4.3,18.0
C08,B04,5.97,22.0
C08,B05,6.76,24.0
C08,B06,7.83,22.0
C08,B07,9.42,30.0
C08,B08,10.65,33.0
C08,B09,12.17,36.0
C08,B10,13.74,39.0
C08,B11,15.46,43.0
C08,B35,4.93,20.0
C08,C01,3.56,13.0
C08,C02,3.81,12.0
C08,C03,3.82,11.0
C08,C04,3.47,9.0
C08,C05,2.65,6.0
C08,C06,1.76,4.0
C08,C07,0.6,1.0
C08,C09,0.64,2.0
C08,C10,1.15,4.0
C08,C11,2.5,7.0
C08,C12,3.82,9.0
C08,C13,4.4,11.0
C08,C14,4.99,13.0
C08,C15,5.49,14.0
C08,D01,3.3,14.0
C08,D02,2.95,13.0
C08,D03,2.76,6.0
C08,D04,3.05,13.0
C08,D05,3.59,15.0
C08,D06,4.06,17.0
C08,D07,4.59,19.0
C08,D08,5.23,20.0
C08,D09,7.19,24.0
C08,D10,8.05,26.0
C08,D11,9.21,28.0
C08,D12,11.0,31.0
C08,D13,12.42,34.0
C08,E01,4.05,11.0
C08,E02,4.5,12.0
C08,E03,4.77,14.0
C08,E04,5.51,16.0
C08,E05,6.36,19.0
C08,E06,7.83,22.0
C08,E07,9.39,30.0
C08,E08,10.51,33.0
C08,E09,12.32,36.0
C08,E10,14.72,39.0
C08,F01,3.54,9.0
C08,F02,3.23,8.0
C08,F03,2.76,6.0
C08,F04,3.1,13.0
C08,F05,3.71,15.0
C08,F06,4.49,17.0
C08,F07,5.41,20.0
C08,F08,6.33,22.0
C08,F09,7.37,25.0
C08,F10,8.76,27.0
C08,F11,10.32,30.0
C08,G01,7.53,23.0
C08,G02,8.94,26.0
C08,G03,9.88,29.0
C08,G04,11.4,32.0
C08,G05,12.74,35.0
C08,J02,7.27,16.0
C08,J03,10.58,22.0
C08,K01,3.21,14.0
C08,K02,3.53,16.0
C08,K03,3.86,17.0
C08,K04,4.36,19.0
C08,K05,6.76,23.0
C08,K06,8.78,26.0
C08,K07,10.82,30.0
C08,K08,13.25,33.0
C08,N01,10.94,31.0
C08,N02,11.48,33.0
C08,N03,12.17,35.0
C08,N04,12.81,37.0
C08,N06,18.42,45.0
C08,N07,19.55,47.0
C08,N08,20.86,50.0
C08,N09,22.57,53.0
C08,N10,24.4,57.0
C08,N11,26.58,63.0
C08,N12,28.5,67.0
C09,A01,3.93,15.0
C09,A02,4.4,20.0
C09,A03,4.87,22.0
C09,A04,6.0,24.0
C09,A05,6.68,27.0
C09,A06,7.29,29.0
C09,A07,8.12,31.0
C09,A08,8.9,33.0
C09,A09,10.61,36.0
C09,A10,11.66,38.0
C09,A11,13.88,41.0
C09,A12,15.26,44.0
C09,A13,16.35,47.0
C09,A14,18.26,50.0
C09,A15,20.92,54.0
C09,B01,3.88,11.0
C09,B02,4.08,18.0
C09,B03,4.59,20.0
C09,B04,6.3,24.0
C09,B05,7.11,26.0
C09,B06,8.22,24.0
C09,B07,9.86,32.0
C09,B08,11.11,35.0
C09,B09,12.66,38.0
C09,B10,14.24,41.0
C09,B11,15.96,45.0
C09,B35,5.24,22.0
C09,C01,3.93,15.0
C09,C02,4.21,14.0
C09,C03,4.25,13.0
C09,C04,3.94,11.0
C09,C05,3.23,8.0
C09,C06,2.31,6.0
C09,C07,1.07,3.0
C09,C08,0.64,2.0
C09,C10,0.51,2.0
C09,C11,1.95,5.0
C09,C12,3.31,7.0
C09,C13,3.92,9.0
C09,C14,4.54,11.0
C09,C15,5.05,12.0
C09,D01,3.65,16.0
C09,D02,3.29,15.0
C09,D03,3.05,8.0
C09,D04,3.32,15.0
C09,D05,3.83,17.0
C09,D06,4.28,19.0
C09,D07,4.78,21.0
C09,D08,5.43,22.0
C09,D09,7.4,26.0
C09,D10,8.26,28.0
C09,D11,9.42,30.0
C09,D12,11.22,33.0
C09,D13,12.65,36.0
C09,E01,4.42,13.0
C09,E02,4.88,14.0
C09,E03,5.18,16.0
C09,E04,5.95,18.0
C09,E05,6.78,21.0
C09,E06,8.22,24.0
C09,E07,9.73,32.0
C09,E08,10.85,35.0
C09,E09,12.64,38.0
C09,E10,15.05,41.0
C09,F01,3.88,11.0
C09,F02,3.55,10.0
C09,F03,3.05,8.0
C09,F04,3.32,15.0
C09,F05,3.91,17.0
C09,F06,4.63,19.0
C09,F07,5.51,22.0
C09,F08,6.42,24.0
C09,F09,7.48,27.0
C09,F10,8.86,29.0
C09,F11,10.41,32.0
C09,G01,7.71,25.0
C09,G02,9.11,28.0
C09,G03,10.04,31.0
C09,G04,11.56,34.0
C09,G05,12.9,37.0
C09,J02,6.98,14.0
C09,J03,10.28,20.0
C09,K01,3.83,16.0
C09,K02,4.17,18.0
C09,K03,4.5,19.0
C09,K04,5.01,21.0
C09,K05,7.39,25.0
C09,K06,9.42,28.0
C09,K07,11.44,32.0
C09,K08,13.87,35.0
C09,N01,11.58,33.0
C09,N02,12.12,35.0
C09,N03,12.81,37.0
C09,N04,13.45,39.0
C09,N06,19.06,47.0
C09,N07,20.19,49.0
C09,N08,21.49,52.0
C09,N09,23.21,55.0
C09,N10,25.04,59.0
C09,N11,27.22,65.0
C09,N12,29.14,69.0
C10,A01,4.29,17.0
C10,A02,4.8,22.0
C10,A03,5.29,24.0
C10,A04,6.44,26.0
C10,A05,7.13,29.0
C10,A06,7.74,31.0
C10,A07,8.59,33.0
C10,A08,9.37,35.0
C10,A09,11.08,38.0
C10,A10,12.13,40.0
C10,A11,14.35,43.0
C10,A12,15.73,46.0
C10,A13,16.82,49.0
C10,A14,18.73,52.0
C10,A15,21.4,56.0
C10,B01,4.22,13.0
C10,B02,4.4,20.0
C10,B03,4.88,22.0
C10,B04,6.61,26.0
C10,B05,7.43,28.0
C10,B06,8.58,26.0
C10,B07,10.25,34.0
C10,B08,11.52,37.0
C10,B09,13.08,40.0
C10,B10,14.67,43.0
C10,B11,16.39,47.0
C10,B35,5.55,24.0
C10,C01,4.29,17.0
C10,C02,4.59,16.0
C10,C03,4.66,15.0
C10,C04,4.38,13.0
C10,C05,3.71,10.0
C10,C06,2.8,8.0
C10,C07,1.55,5.0
C10,C08,1.15,4.0
C10,C09,0.51,2.0
C10,C11,1.52,3.0
C10,C12,2.91,5.0
C10,C13,3.53,7.0
C10,C14,4.18,9.0
C10,C15,4.69,10.0
C10,D01,4.0,18.0
C10,D02,3.63,17.0
C10,D03,3.35,10.0
C10,D04,3.6,17.0
C10,D05,4.07,19.0
C10,D06,4.5,21.0
C10,D07,4.97,23.0
C10,D08,5.62,24.0
C10,D09,7.59,28.0
C10,D10,8.46,30.0
C10,D11,9.62,32.0
C10,D12,11.43,35.0
C10,D13,12.87,38.0
C10,E01,4.77,15.0
C10,E02,5.24,16.0
C10,E03,5.56,18.0
C10,E04,6.35,20.0
C10,E05,7.17,23.0
C10,E06,8.58,26.0
C10,E07,10.04,34.0
C10,E08,11.15,37.0
C10,E09,12.93,40.0
C10,E10,15.35,43.0
C10,F01,4.22,13.0
C10,F02,3.88,12.0
C10,F03,3.35,10.0
C10,F04,3.57,17.0
C10,F05,4.12,19.0
C10,F06,4.76,21.0
C10,F07,5.58,24.0
C10,F08,6.49,26.0
C10,F09,7.57,29.0
C10,F10,8.94,31.0
C10,F11,10.48,34.0
C10,G01,7.88,27.0
C10,G02,9.26,30.0
C10,G03,10.19,33.0
C10,G04,11.71,36.0
C10,G05,13.05,39.0
C10,J02,6.73,12.0
C10,J03,10.03,18.0
C10,K01,4.34,18.0
C10,K02,4.68,20.0
C10,K03,5.01,21.0
C10,K04,5.51,23.0
C10,K05,7.88,27.0
C10,K06,9.92,30.0
C10,K07,11.92,34.0
C10,K08,14.34,37.0
C10,N01,12.08,35.0
C10,N02,12.62,37.0
C10,N03,13.3,39.0
C10,N04,13.95,41.0
C10,N06,19.56,49.0
C10,N07,20.68,51.0
C10,N08,21.99,54.0
C10,N09,23.7,57.0
C10,N10,25.53,61.0
C10,N11,27.72,67.0
C10,N12,29.64,71.0
C11,A01,5.8,20.0
C11,A02,6.32,25.0
C11,A03,6.8,27.0
C11,A04,7.94,29.0
C11,A05,8.63,32.0
C11,A06,9.24,34.0
C11,A07,10.06,36.0
C11,A08,10.84,38.0
C11,A09,12.56,41.0
C11,A10,13.6,43.0
C11,A11,15.82,46.0
C11,A12,17.2,49.0
C11,A13,18.29,52.0
C11,A14,20.19,55.0
C11,A15,22.85,59.0
C11,B01,5.72,16.0
C11,B02,5.88,23.0
C11,B03,6.34,25.0
C11,B04,8.08,29.0
C11,B05,8.91,31.0
C11,B06,10.08,29.0
C11,B07,11.76,37.0
C11,B08,13.04,40.0
C11,B09,14.6,43.0
C11,B10,16.18,46.0
C11,B11,17.9,50.0
C11,B35,7.01,27.0
C11,C01,5.8,20.0
C11,C02,6.11,19.0
C11,C03,6.17,18.0
C11,C04,5.89,16.0
C11,C05,5.15,13.0
C11,C06,4.25,11.0
C11,C07,3.02,8.0
C11,C08,2.5,7.0
C11,C09,1.95,5.0
C11,C10,1.52,3.0
C11,C12,1.4,2.0
C11,C13,2.04,4.0
C11,C14,2.71,6.0
C11,C15,3.22,7.0
C11,D01,5.51,21.0
C11,D02,5.13,20.0
C11,D03,4.83,13.0
C11,D04,5.05,20.0
C11,D05,5.48,22.0
C11,D06,5.87,24.0
C11,D07,6.27,26.0
C11,D08,6.93,27.0
C11,D09,8.87,31.0
C11,D10,9.75,33.0
C11,D11,10.9,35.0
C11,D12,12.71,38.0
C11,D13,14.16,41.0
C11,E01,6.27,18.0
C11,E02,6.75,19.0
C11,E03,7.07,21.0
C11,E04,7.86,23.0
C11,E05,8.68,26.0
C11,E06,10.08,29.0
C11,E07,11.51,37.0
C11,E08,12.61,40.0
C11,E09,14.36,43.0
C11,E10,16.79,46.0
C11,F01,5.72,16.0
C11,F02,5.37,15.0
C11,F03,4.83,13.0
C11,F04,5.0,20.0
C11,F05,5.48,22.0
C11,F06,5.94,24.0
C11,F07,6.49,27.0
C11,F08,7.33,29.0
C11,F09,8.52,32.0
C11,F10,9.83,34.0
C11,F11,11.24,37.0
C11,G01,9.09,30.0
C11,G02,10.42,33.0
C11,G03,11.3,36.0
C11,G04,12.82,39.0
C11,G05,14.17,42.0
C11,J02,5.48,9.0
C11,J03,8.73,15.0
C11,K01,5.69,21.0
C11,K02,5.96,23.0
C11,K03,6.23,24.0
C11,K04,6.68,26.0
C11,K05,8.95,30.0
C11,K06,10.99,33.0
C11,K07,12.86,37.0
C11,K08,15.22,40.0
C11,N01,13.21,38.0
C11,N02,13.72,40.0
C11,N03,14.39,42.0
C11,N04,15.05,44.0
C11,N06,20.6,52.0
C11,N07,21.72,54.0
C11,N08,23.01,57.0
C11,N09,24.72,60.0
C11,N10,26.52,64.0
C11,N11,28.76,70.0
C11,N12,30.69,74.0
C12,A01,7.2,22.0
C12,A02,7.71,27.0
C12,A03,8.18,29.0
C12,A04,9.31,31.0
C12,A05,9.99,34.0
C12,A06,10.59,36.0
C12,A07,11.39,38.0
C12,A08,12.16,40.0
C12,A09,13.87,43.0
C12,A10,14.92,45.0
C12,A11,17.14,48.0
C12,A12,18.52,51.0
C12,A13,19.6,54.0
C12,A14,21.48,57.0
C12,A15,24.14,61.0
C12,B01,7.12,18.0
C12,B02,7.28,25.0
C12,B03,7.73,27.0
C12,B04,9.48,31.0
C12,B05,10.31,33.0
C12,B06,11.48,31.0
C12,B07,13.16,39.0
C12,B08,14.42,42.0
C12,B09,15.97,45.0
C12,B10,17.55,48.0
C12,B11,19.27,52.0
C12,B35,8.4,29.0
C12,C01,7.2,22.0
C12,C02,7.5,21.0
C12,C03,7.56,20.0
C12,C04,7.26,18.0
C12,C05,6.47,15.0
C12,C06,5.58,13.0
C12,C07,4.37,10.0
C12,C08,3.82,9.0
C12,C09,3.31,7.0
C12,C10,2.91,5.0
C12,C11,1.4,2.0
C12,C13,0.65,2.0
C12,C14,1.35,4.0
C12,C15,1.85,5.0
C12,D01,6.91,23.0
C12,D02,6.53,22.0
C12,D03,6.23,15.0
C12,D04,6.45,22.0
C12,D05,6.86,24.0
C12,D06,7.23,26.0
C12,D07,7.61,28.0
C12,D08,8.26,29.0
C12,D09,10.17,33.0
C12,D10,11.06,35.0
C12,D11,12.2,37.0
C12,D12,14.01,40.0
C12,D13,15.46,43.0
C12,E01,7.67,20.0
C12,E02,8.15,21.0
C12,E03,8.47,23.0
C12,E04,9.25,25.0
C12,E05,10.08,28.0
C12,E06,11.48,31.0
C12,E07,12.9,39.0
C12,E08,13.99,42.0
C12,E09,15.73,45.0
C12,E10,18.17,48.0
C12,F01,7.12,18.0
C12,F02,6.77,17.0
C12,F03,6.23,15.0
C12,F04,6.39,22.0
C12,F05,6.85,24.0
C12,F06,7.24,26.0
C12,F07,7.65,29.0
C12,F08,8.42,31.0
C12,F09,9.65,34.0
C12,F10,10.88,36.0
C12,F11,12.17,39.0
C12,G01,10.36,32.0
C12,G02,11.64,35.0
C12,G03,12.49,38.0
C12,G04,14.0,41.0
C12,G05,15.34,44.0
C12,J02,4.35,7.0
C12,J03,7.51,13.0
C12,K01,6.92,23.0
C12,K02,7.15,25.0
C12,K03,7.37,26.0
C12,K04,7.77,28.0
C12,K05,9.89,32.0
C12,K06,11.92,35.0
C12,K07,13.66,39.0
C12,K08,15.94,42.0
C12,N01,14.18,40.0
C12,N02,14.66,42.0
C12,N03,15.31,44.0
C12,N04,15.98,46.0
C12,N06,21.46,54.0
C12,N07,22.57,56.0
C12,N08,23.84,59.0
C12,N09,25.54,62.0
C12,N10,27.31,66.0
C12,N11,29.61,72.0
C12,N12,31.54,76.0
C13,A01,7.82,24.0
C13,A02,8.32,29.0
C13,A03,8.79,31.0
C13,A04,9.9,33.0
C13,A05,10.57,36.0
C13,A06,11.17,38.0
C13,A07,11.95,40.0
C13,A08,12.71,42.0
C13,A09,14.42,45.0
C13,A10,15.47,47.0
C13,A11,17.69,50.0
C13,A12,19.06,53.0
C13,A13,20.14,56.0
C13,A14,22.01,59.0
C13,A15,24.66,63.0
C13,B01,7.75,20.0
C13,B02,7.91,27.0
C13,B03,8.38,29.0
C13,B04,10.12,33.0
C13,B05,10.95,35.0
C13,B06,12.11,33.0
C13,B07,13.77,41.0
C13,B08,15.03,44.0
C13,B09,16.57,47.0
C13,B10,18.14,50.0
C13,B11,19.86,54.0
C13,B35,9.05,31.0
C13,C01,7.82,24.0
C13,C02,8.12,23.0
C13,C03,8.17,22.0
C13,C04,7.85,20.0
C13,C05,7.02,17.0
C13,C06,6.15,15.0
C13,C07,4.96,12.0
C13,C08,4.4,11.0
C13,C09,3.92,9.0
C13,C10,3.53,7.0
C13,C11,2.04,4.0
C13,C12,0.65,2.0
C13,C14,0.7,2.0
C13,C15,1.2,3.0
C13,D01,7.53,25.0
C13,D02,7.16,24.0
C13,D03,6.86,17.0
C13,D04,7.09,24.0
C13,D05,7.51,26.0
C13,D06,7.88,28.0
C13,D07,8.26,30.0
C13,D08,8.91,31.0
C13,D09,10.82,35.0
C13,D10,11.7,37.0
C13,D11,12.84,39.0
C13,D12,14.66,42.0
C13,D13,16.1,45.0
C13,E01,8.3,22.0
C13,E02,8.77,23.0
C13,E03,9.09,25.0
C13,E04,9.87,27.0
C13,E05,10.7,30.0
C13,E06,12.11,33.0
C13,E07,13.54,41.0
C13,E08,14.64,44.0
C13,E09,16.38,47.0
C13,E10,18.82,50.0
C13,F01,7.75,20.0
C13,F02,7.4,19.0
C13,F03,6.86,17.0
C13,F04,7.03,24.0
C13,F05,7.5,26.0
C13,F06,7.89,28.0
C13,F07,8.28,31.0
C13,F08,9.03,33.0
C13,F09,10.27,36.0
C13,F10,11.48,38.0
C13,F11,12.73,41.0
C13,G01,11.01,34.0
C13,G02,12.28,37.0
C13,G03,13.12,40.0
C13,G04,14.62,43.0
C13,G05,15.96,46.0
C13,J02,3.78,5.0
C13,J03,6.89,11.0
C13,K01,7.44,25.0
C13,K02,7.65,27.0
C13,K03,7.85,28.0
C13,K04,8.21,30.0
C13,K05,10.26,34.0
C13,K06,12.27,37.0
C13,K07,13.94,41.0
C13,K08,16.18,44.0
C13,N01,14.55,42.0
C13,N02,15.0,44.0
C13,N03,15.64,46.0
C13,N04,16.32,48.0
C13,N06,21.76,56.0
C13,N07,22.86,58.0
C13,N08,24.12,61.0
C13,N09,25.82,64.0
C13,N10,27.57,68.0
C13,N11,29.9,74.0
C13,N12,31.82,78.0
C14,A01,8.46,29.0
C14,A02,8.94,31.0
C14,A03,9.4,33.0
C14,A04,10.49,35.0
C14,A05,11.15,38.0
C14,A06,11.75,40.0
C14,A07,12.49,42.0
C14,A08,13.25,44.0
C14,A09,14.96,47.0
C14,A10,16.0,49.0
C14,A11,18.22,52.0
C14,A12,19.59,55.0
C14,A13,20.66,58.0
C14,A14,22.51,61.0
C14,A15,25.16,65.0
C14,B01,8.4,22.0
C14,B02,8.57,29.0
C14,B03,9.04,31.0
C14,B04,10.78,35.0
C14,B05,11.61,37.0
C14,B06,12.75,35.0
C14,B07,14.4,43.0
C14,B08,15.63,46.0
C14,B09,17.16,49.0
C14,B10,18.72,52.0
C14,B11,20.43,56.0
C14,B35,9.71,33.0
C14,C01,8.46,29.0
C14,C02,8.75,30.0
C14,C03,8.79,29.0
C14,C04,8.45,27.0
C14,C05,7.58,24.0
C14,C06,6.73,22.0
C14,C07,5.57,14.0
C14,C08,4.99,13.0
C14,C09,4.54,11.0
C14,C10,4.18,9.0
C14,C11,2.71,6.0
C14,C12,1.35,4.0
C14,C13,0.7,2.0
C14,C15,0.52,1.0
C14,D01,8.18,28.0
C14,D02,7.81,26.0
C14,D03,7.52,19.0
C14,D04,7.76,26.0
C14,D05,8.19,28.0
C14,D06,8.57,30.0
C14,D07,8.96,32.0
C14,D08,9.6,33.0
C14,D09,11.52,37.0
C14,D10,12.4,39.0
C14,D11,13.54,41.0
C14,D12,15.36,44.0
C14,D13,16.8,47.0
C14,E01,8.95,24.0
C14,E02,9.41,25.0
C14,E03,9.72,27.0
C14,E04,10.49,29.0
C14,E05,11.32,32.0
C14,E06,12.75,35.0
C14,E07,14.21,43.0
C14,E08,15.31,46.0
C14,E09,17.06,49.0
C14,E10,19.5,52.0
C14,F01,8.4,22.0
C14,F02,8.06,21.0
C14,F03,7.52,19.0
C14,F04,7.7,26.0
C14,F05,8.18,28.0
C14,F06,8.59,30.0
C14,F07,8.99,33.0
C14,F08,9.73,35.0
C14,F09,10.96,38.0
C14,F10,12.17,40.0
C14,F11,13.39,43.0
C14,G01,11.71,36.0
C14,G02,12.98,39.0
C14,G03,13.82,42.0
C14,G04,15.32,45.0
C14,G05,16.66,48.0
C14,J02,3.84,12.0
C14,J03,6.91,18.0
C14,K01,7.96,32.0
C14,K02,8.13,34.0
C14,K03,8.31,35.0
C14,K04,8.64,37.0
C14,K05,10.6,41.0
C14,K06,12.59,44.0
C14,K07,14.18,48.0
C14,K08,16.37,51.0
C14,N01,14.87,49.0
C14,N02,15.31,51.0
C14,N03,15.94,53.0
C14,N04,16.62,55.0
C14,N06,22.0,63.0
C14,N07,23.11,65.0
C14,N08,24.35,68.0
C14,N09,26.04,71.0
C14,N10,27.78,75.0
C14,N11,30.13,81.0
C14,N12,32.05,85.0
C15,A01,8.98,30.0
C15,A02,9.45,32.0
C15,A03,9.91,34.0
C15,A04,10.99,36.0
C15,A05,11.65,39.0
C15,A06,12.24,41.0
C15,A07,12.98,43.0
C15,A08,13.74,45.0
C15,A09,15.43,48.0
C15,A10,16.48,50.0
C15,A11,18.7,53.0
C15,A12,20.06,56.0
C15,A13,21.13,59.0
C15,A14,22.98,62.0
C15,A15,25.62,66.0
C15,B01,8.91,23.0
C15,B02,9.09,30.0
C15,B03,9.56,32.0
C15,B04,11.3,36.0
C15,B05,12.12,38.0
C15,B06,13.27,36.0
C15,B07,14.9,44.0
C15,B08,16.14,47.0
C15,B09,17.66,50.0
C15,B10,19.22,53.0
C15,B11,20.93,57.0
C15,B35,10.23,34.0
C15,C01,8.98,30.0
C15,C02,9.26,31.0
C15,C03,9.3,30.0
C15,C04,8.96,28.0
C15,C05,8.07,25.0
C15,C06,7.22,23.0
C15,C07,6.08,15.0
C15,C08,5.49,14.0
C15,C09,5.05,12.0
C15,C10,4.69,10.0
C15,C11,3.22,7.0
C15,C12,1.85,5.0
C15,C13,1.2,3.0
C15,C14,0.52,1.0
C15,D01,8.69,29.0
C15,D02,8.32,27.0
C15,D03,8.04,20.0
C15,D04,8.27,27.0
C15,D05,8.7,29.0
C15,D06,9.08,31.0
C15,D07,9.46,33.0
C15,D08,10.11,34.0
C15,D09,12.02,38.0
C15,D10,12.91,40.0
C15,D11,14.05,42.0
C15,D12,15.86,45.0
C15,D13,17.3,48.0
C15,E01,9.46,25.0
C15,E02,9.93,26.0
C15,E03,10.23,28.0
C15,E04,10.99,30.0
C15,E05,11.83,33.0
C15,E06,13.27,36.0
C15,E07,14.72,44.0
C15,E08,15.83,47.0
C15,E09,17.58,50.0
C15,E10,20.01,53.0
C15,F01,8.91,23.0
C15,F02,8.57,22.0
C15,F03,8.04,20.0
C15,F04,8.22,27.0
C15,F05,8.7,29.0
C15,F06,9.09,31.0
C15,F07,9.47,34.0
C15,F08,10.2,36.0
C15,F09,11.44,39.0
C15,F10,12.62,41.0
C15,F11,13.82,44.0
C15,G01,12.21,37.0
C15,G02,13.46,40.0
C15,G03,14.3,43.0
C15,G04,15.8,46.0
C15,G05,17.13,49.0
C15,J02,4.0,13.0
C15,J03,6.98,19.0
C15,K01,8.43,33.0
C15,K02,8.6,35.0
C15,K03,8.76,36.0
C15,K04,9.08,38.0
C15,K05,10.98,42.0
C15,K06,12.94,45.0
C15,K07,14.48,49.0
C15,K08,16.64,52.0
C15,N01,15.23,50.0
C15,N02,15.66,52.0
C15,N03,16.28,54.0
C15,N04,16.96,56.0
C15,N06,22.31,64.0
C15,N07,23.41,66.0
C15,N08,24.64,69.0
C15,N09,26.33,72.0
C15,N10,28.05,76.0
C15,N11,30.42,82.0
C15,N12,32.34,86.0
D01,A01,0.3,1.0
D01,A02,0.99,8.0
D01,A03,1.49,10.0
D01,A04,2.67,12.0
D01,A05,3.38,15.0
D01,A06,4.01,17.0
D01,A07,4.97,19.0
D01,A08,5.74,21.0
D01,A09,7.42,24.0
D01,A10,8.44,26.0
D01,A11,10.63,29.0
D01,A12,12.01,32.0
D01,A13,13.1,35.0
D01,A14,15.06,38.0
D01,A15,17.72,42.0
D01,B01,0.5,8.0
D01,B02,0.79,10.0
D01,B03,1.37,12.0
D01,B04,2.95,16.0
D01,B05,3.74,18.0
D01,B06,4.85,21.0
D01,B07,6.54,24.0
D01,B08,7.85,27.0
D01,B09,9.44,30.0
D01,B10,11.04,33.0
D01,B11,12.76,37.0
D01,B35,1.94,14.0
D01,C01,0.3,1.0
D01,C02,0.67,2.0
D01,C03,0.99,3.0
D01,C04,1.46,5.0
D01,C05,2.65,8.0
D01,C06,2.96,10.0
D01,C07,2.7,13.0
D01,C08,3.3,14.0
D01,C09,3.65,16.0
D01,C10,4.0,18.0
D01,C11,5.51,21.0
D01,C12,6.91,23.0
D01,C13,7.53,25.0
D01,C14,8.18,28.0
D01,C15,8.69,29.0
D01,D02,0.38,2.0
D01,D03,0.79,4.0
D01,D04,1.05,6.0
D01,D05,1.58,8.0
D01,D06,2.07,10.0
D01,D07,2.69,12.0
D01,D08,3.21,13.0
D01,D09,5.07,17.0
D01,D10,5.86,19.0
D01,D11,6.99,21.0
D01,D12,8.74,24.0
D01,D13,10.14,27.0
D01,E01,1.04,14.0
D01,E02,1.51,15.0
D01,E03,1.85,17.0
D01,E04,2.67,19.0
D01,E05,3.46,22.0
D01,E06,4.85,21.0
D01,E07,6.37,28.0
D01,E08,7.49,31.0
D01,E09,9.3,34.0
D01,E10,11.7,37.0
D01,F01,0.5,8.0
D01,F02,0.64,11.0
D01,F03,0.79,4.0
D01,F04,1.5,11.0
D01,F05,2.0,13.0
D01,F06,3.11,15.0
D01,F07,4.36,18.0
D01,F08,5.23,20.0
D01,F09,5.97,23.0
D01,F10,7.34,25.0
D01,F11,9.02,28.0
D01,G01,5.5,16.0
D01,G02,6.96,19.0
D01,G03,7.94,22.0
D01,G04,9.41,25.0
D01,G05,10.72,28.0
D01,J02,10.57,30.0
D01,J03,13.88,36.0
D01,K01,3.63,11.0
D01,K02,4.12,13.0
D01,K03,4.58,14.0
D01,K04,5.14,16.0
D01,K05,7.54,20.0
D01,K06,9.44,23.0
D01,K07,11.67,27.0
D01,K08,14.15,30.0
D01,N01,11.41,28.0
D01,N02,12.01,30.0
D01,N03,12.72,32.0
D01,N04,13.32,34.0
D01,N06,18.97,42.0
